x,y
"['嗯', '⋯', '⋯', '就', '是', 'P', 'l', 'u', 'r', 'k']","['O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['L', 'I', 'N', 'E']","['B-contact', 'I-contact', 'I-contact', 'I-contact']"
"['F', 'a', 'c', 'e', 'b', 'o', 'o', 'k']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['G', 'r', 'i', 'n', 'd', 'r']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['H', 'o', 'r', 'n', 'e', 't']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['T', 'i', 'n', 'd', 'e', 'r']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['e', '-', 'm', 'a', 'i', 'l']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['F', 'B']","['B-contact', 'I-contact']"
"['f', 'b']","['B-contact', 'I-contact']"
"['t', 'w', 'i', 't', 't', 'e', 'r']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['T', 'w', 'i', 't', 't', 'e', 'r']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['P', 'l', 'u', 'r', 'k']","['B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact']"
"['民', '眾', '：', 'L', 'I', 'N', 'E', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'F', 'a', 'c', 'e', 'b', 'o', 'o', 'k', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'G', 'r', 'i', 'n', 'd', 'r', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'H', 'o', 'r', 'n', 'e', 't', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'T', 'i', 'n', 'd', 'e', 'r', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'e', '-', 'm', 'a', 'i', 'l', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'F', 'B', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'f', 'b', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 't', 'w', 'i', 't', 't', 'e', 'r', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'T', 'w', 'i', 't', 't', 'e', 'r', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'P', 'l', 'u', 'r', 'k', '就', '是', '⋯', '⋯', '沒', '有', '，', '臉', '書', '比', '較', '像', '是', '⋯', '⋯', '個', '管', '師', '：', '就', '是', '一', '般', '的', '那', '個', '交', '友', '軟', '體', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'L', 'I', 'N', 'E', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', '臉', '書', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'F', 'a', 'c', 'e', 'b', 'o', 'o', 'k', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'H', 'o', 'r', 'n', 'e', 't', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'T', 'i', 'n', 'd', 'e', 'r', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'e', '-', 'm', 'a', 'i', 'l', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'F', 'B', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'f', 'b', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 't', 'w', 'i', 't', 't', 'e', 'r', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'T', 'w', 'i', 't', 't', 'e', 'r', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', 'P', 'l', 'u', 'r', 'k', '是', '哪', '一', '個', '啊']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'L', 'I', 'N', 'E', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', '臉', '書', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'F', 'a', 'c', 'e', 'b', 'o', 'o', 'k', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'T', 'i', 'n', 'd', 'e', 'r', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'e', '-', 'm', 'a', 'i', 'l', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'F', 'B', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'f', 'b', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 't', 'w', 'i', 't', 't', 'e', 'r', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'T', 'w', 'i', 't', 't', 'e', 'r', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', 'P', 'l', 'u', 'r', 'k', '，', 'G', 'r', 'i', 'n', 'd', 'r', '，', '用', 'G', 'r', 'i', 'n', 'd', 'r', '，', 'o', 'k', '，', '好', '…', '…', '好', '，', '我', '們', 'G', 'r', 'i', 'n', 'd', 'r', '有', '時', '候', '會', '有', '一', '些', '那', '個', '，', '那', '個', '問', '卷', '型', '的', '那', '種', 's', 'u', 'r', 'v', 'e', 'y', '，', '你', '有', '沒', '有', '參', '加', '過']","['O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['有', '時', '候', '因', '爲', '我', '們', '跟', 'L', 'I', 'N', 'E', '有', '一', '些', '合', '作', '啦', '，', '所', '以', '有', '時', '候', '會', '在', '上', '面', '有', '一', '些', '問', '卷', '啦', '，', '還', '是', '什', '麽', '的']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'I-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['有', '時', '候', '因', '爲', '我', '們', '跟', '臉', '書', '有', '一', '些', '合', '作', '啦', '，', '所', '以', '有', '時', '候', '會', '在', '上', '面', '有', '一', '些', '問', '卷', '啦', '，', '還', '是', '什', '麽', '的']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-contact', 'I-contact', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
