x,y
"['個', '管', '師', '：', '攝', '影', '工', '作', '人', '員']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '然', '後', '再', '轉', '採', '檳', '榔', '工']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '我', '做', '後', '勤', '補', '給', '及', '通', '訊', '地', '勤', '人', '員', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['因', '為', '我', '是', '還', '是', '會', '計', '師', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O']"
"['道', '路', '路', '燈', '維', '修', '工']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '對', '啊', '因', '為', '我', '包', '裝', '工', '人', '休', '息']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['你', '是', '銀', '樓', '是', '嗎']","['O', 'O', 'B-profession', 'I-profession', 'O', 'O']"
"['醫', '師', 'A', '：', '大', '副', '哈', '哈']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O']"
"['民', '眾', '：', '就', '是', '收', '費', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession']"
"['醫', '師', '：', '你', '是', '伐', '木', '工', '人', '是', '不', '是']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O', 'O']"
"['監', '獄', '看', '守', '所', '管', '理', '人', '員', '啊']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['因', '為', '我', '是', '還', '是', '替', '代', '役', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O']"
"['現', '在', '是', '白', '天', '有', '線', '電', '視', '架', '設', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['個', '管', '師', '：', '橄', '欖', '球', '球', '員', '嗎']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['醫', '師', 'A', '：', '機', '車', '買', '賣', '商', '哈', '哈']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['民', '眾', '：', '我', '做', '陶', '瓷', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O']"
"['因', '為', '我', '是', '還', '是', '漁', '塭', '經', '營', '者', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '電', '池', '製', '造']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '地', '毯', '之', '裝', '設', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '我', '做', '空', '中', '服', '勤', '人', '員', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['隧', '道', '工', '程', '人', '員']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['現', '在', '是', '白', '天', '客', '運', '車', '司', '機', '及', '服', '務', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['當', '軍', '事', '學', '校', '教', '官']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['做', '拳', '擊', '人', '員']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['港', '警', '所', '警', '察', '啊']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '對', '阿', '因', '為', '我', '爸', '在', '做', '隨', '車', '人', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['你', '是', '防', '漏', '工', '程', '人', '員', '是', '嗎']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['晚', '上', '建', '築', '師']","['O', 'O', 'B-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '對', '阿', '因', '為', '我', '爸', '在', '做', '礦', '工']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['因', '為', '我', '現', '在', '當', '學', '生', '了']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O']"
"['民', '衆', '：', '防', '腐', '劑', '工', '人']","['O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '對', '阿', '因', '為', '我', '爸', '在', '做', '塑', '膠', '射', '出', '成', '型', '工', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['彎', '管', '工']","['B-profession', 'I-profession', 'I-profession']"
"['現', '在', '是', '白', '天', '理', '貨', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession']"
"['我', '在', '合', '板', '製', '造', '品', '管', '員', '的']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['個', '管', '師', '：', '煙', '酒', '廠', '機', '械', '操', '作']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['個', '管', '師', '：', '捷', '運', '工', '程', '人', '員', '嗎']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '我', '鑰', '匙', '加', '工', '人', '員']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['當', '經', '理', '人', '員']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['我', '在', '作', '業', '者', '的']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '內', '勤', '工', '作', '人', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['因', '為', '我', '是', '還', '是', '銀', '行', '員', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '一', '般', '製', '造', '工', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '駕', '駛', '的', '制', '度']","['O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O', 'O']"
"['醫', '師', '：', '哦', '你', '們', '是', '哪', '一', '家', '麵', '食', '點', '心', '製', '作', '人', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['因', '為', '我', '是', '還', '是', '化', '妝', '品', '製', '造', '工', '人', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '如', '果', '是', '遊', '樂', '器', '維', '修', '工', '人', '的', '話']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['因', '為', '我', '是', '還', '是', '地', '面', '導', '航', '人', '員', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['做', '鐵', '路', '貨', '運', '：', '領', '班']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['晚', '上', '道', '路', '標', '誌', '架', '設', '人', '員']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '衆', '：', '水', '電', '機', '械', '工']","['O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '對', '阿', '因', '為', '我', '爸', '在', '做', '不', '動', '產', '鑑', '價', '人', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['晚', '上', '皮', '鞋']","['O', 'O', 'B-profession', 'I-profession']"
"['因', '為', '我', '現', '在', '當', '硫', '酸', '了']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O']"
"['那', '個', '時', '候', '是', '白', '天', '店', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '演', '藝', '經', '紀', '人']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['醫', '師', '：', '你', '是', '駕', '駛', '是', '不', '是']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O', 'O']"
"['當', '包', '裝', '工', '人']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '裝', '訂', '工']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession']"
"['勞', '啊']","['B-profession', 'O']"
"['現', '在', '是', '白', '天', '水', '電']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['因', '為', '我', '是', '還', '是', '茶', '農', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O']"
"['民', '眾', '：', '對', '啊', '因', '為', '我', '電', '器', '商', '休', '息']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['民', '眾', '：', '我', '雕', '塑', '工', '人']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '我', '做', '歌', '廳', '工', '作', '人', '員', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '鋁', '合', '金', '鑄', '造']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['嗯', '哼', '你', '說', '道', '士', '的', '制', '度', '還', '是', '他', '職', '務', '上', '面', '的', '一', '些']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', '我', '做', '宗', '教', '團', '體', '工', '作', '人', '員', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '做', '水', '產', '實', '驗', '人', '員']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['台', '灣', '有', '做', '…', '…', '那', '種', '專', '門', '做', '領', '班', '的', '喔']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '水', '電']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['民', '眾', '：', '對', '啊', '因', '為', '我', '工', '程', '士', '休', '息']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['因', '為', '我', '是', '還', '是', '臨', '時', '工', '人', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '我', '電', '動', '遊', '樂', '場', '負', '責', '人']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['嗯', '哼', '你', '說', '監', '獄', '教', '導', '人', '員', '的', '制', '度', '還', '是', '他', '職', '務', '上', '面', '的', '一', '些']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['公', '會', '職', '員', '啊']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '義', '消']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['民', '眾', '：', '如', '果', '是', '戰', '地', '記', '者', '的', '話']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['因', '為', '我', '是', '還', '是', '一', '般', '醫', '師', '及', '護', '士', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['晚', '上', '報', '關', '行', '外', '務', '員']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '我', '做', 'u', 'b', 'e', 'r', 'e', 'a', 't', 's', '的']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['嗯', '哼', '你', '說', '電', '玩', '的', '制', '度', '還', '是', '他', '職', '務', '上', '面', '的', '一', '些']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['民', '眾', '：', '對', '阿', '因', '為', '我', '爸', '在', '做', '一', '般', '工', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['醫', '師', 'A', '：', '特', '技', '表', '演', '人', '員', '哈', '哈']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['你', '是', '捷', '運', '修', '護', '廠', '工', '程', '師', '是', '嗎']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['因', '為', '我', '現', '在', '當', '彈', '藥', '製', '造', '人', '員', '了']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['醫', '師', 'A', '：', '長', '短', '工', '哈', '哈']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['做', '警', '務', '特', '勤', '人', '員']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['你', '是', '船', '長', '是', '嗎']","['O', 'O', 'B-profession', 'I-profession', 'O', 'O']"
"['我', '在', '角', '鋼', '買', '賣', '的']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['晚', '上', '客', '運', '車', '稽', '核', '人', '員']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['漁', '產', '加', '工', '業', '實', '驗', '人', '員']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '因', '為', '水', '壩', '工', '程', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '因', '為', '救', '難', '小', '組']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '因', '為', '紙', '盒', '黏', '貼', '工', '人']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['醫', '師', '：', '哦', '你', '們', '是', '哪', '一', '家', '車', '輛']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['民', '眾', '：', '然', '後', '再', '轉', '印', '刷']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '外', '勤', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['晚', '上', '股', '票', '族']","['O', 'O', 'B-profession', 'I-profession', 'I-profession']"
"['我', '在', '木', '製', '傢', '俱', '製', '造', '工', '人', '的']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['嗯', '哼', '你', '說', '農', '產', '流', '籠', '搬', '運', '的', '制', '度', '還', '是', '他', '職', '務', '上', '面', '的', '一', '些']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['木', '材', '工', '廠', '現', '場', '之', '職', '員']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '監', '工']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['那', '個', '時', '候', '是', '白', '天', '染', '整', '工', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '因', '為', '冷', '凍', '修', '理', '工']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '我', '鑽', '勘', '設', '備', '安', '裝', '換', '修', '保', '養', '工']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['因', '為', '我', '現', '在', '當', '櫃', '臺', '售', '票', '員', '了']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['民', '眾', '：', '做', '電', '機', '業', '負', '責', '人']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['保', '齡', '球', '製', '造', '工', '人']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '對', '啊', '因', '為', '我', '平', '地', '育', '苗', '工', '人', '休', '息']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O']"
"['民', '衆', '：', '守', '望', '相', '助', '人', '員']","['O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '就', '是', '雕', '塑', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['監', '工']","['B-profession', 'I-profession']"
"['現', '在', '是', '白', '天', '傢', '俱', '運', '送', '工', '人']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['現', '在', '是', '白', '天', '監', '工']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession']"
"['晚', '上', '內', '勤', '工', '作', '人', '員']","['O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['個', '管', '師', '：', '捷', '運', '工', '程', '人', '員']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['金', '屬', '手', '工', '藝', '品', '之', '雕', '刻', '工', '人', '啊']","['B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
"['現', '在', '是', '白', '天', '外', '燴', '人', '員']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession']"
"['工', '會']","['B-profession', 'I-profession']"
"['嗯', '哼', '你', '說', '清', '潔', '的', '制', '度', '還', '是', '他', '職', '務', '上', '面', '的', '一', '些']","['O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['醫', '師', '：', '你', '是', '足', '球', '球', '員', '是', '不', '是']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'O', 'O', 'O']"
"['民', '眾', '：', '然', '後', '再', '轉', '寵', '物', '店', '看', '護', '人', '員']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['當', '車', '輛', '保', '管', '人', '員']","['O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['民', '眾', '：', '如', '果', '是', '獸', '醫', '的', '話']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'O', 'O']"
"['現', '在', '是', '白', '天', '機', '場', '內', '交', '通', '車', '司', '機']","['O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession']"
"['因', '為', '我', '是', '還', '是', '系', '統', '工', '程', '師', '嘛']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profession', 'I-profession', 'I-profession', 'I-profession', 'I-profession', 'O']"
