眠 O
的 O
。 O

醫 O
師 O
： O
沒 O
吃 O
睡 O
眠 O
的 O
， O
好 O
那 O
我 O
幫 O
你 O
聽 O
一 O
下 O
， O
來 O
。 O

民 O
眾 O
： O
睡 O
到 O
1 O
1 O
點 O
多 O
就 O
都 O
沒 O
有 O
睡 O
了 O
啊 O
。 O

醫 O
師 O
： O
最 O
近 O
沒 O
感 O
冒 O
的 O
現 O
象 O
啦 O
齁 O
。 O

民 O
眾 O
： O
這 O
兩 O
天 O
都 O
沒 O
有 O
。 O

醫 O
師 O
： O
啊 O
有 O
發 O
燒 O
嗎 O
？ O
民 O
眾 O
： O
欸 O
， O
有 O
時 O
候 O
會 O
稍 O
微 O
冷 O
冷 O
的 O
， O
但 O
是 O
摸 O
起 O
來 O
是 O
沒 O
有 O
算 O
發 O
燒 O
啦 O
。 O

醫 O
師 O
： O
沒 O
有 O
算 O
發 O
燒 O
。 O

家 O
屬 O
： O
主 O
要 O
是 O
肚 O
子 O
脹 O
氣 O
， O
現 O
在 O
比 O
較 O
沒 O
有 O
肚 O
子 O
脹 O
氣 O
了 O
齁 O
？ O
民 O
眾 O
： O
我 O
都 O
吃 O
得 O
飽 O
。 O

家 O
屬 O
： O
不 O
是 O
吃 O
得 O
飽 O
。 O

民 O
眾 O
： O
有 O
啦 O
， O
比 O
較 O
沒 O
有 O
肚 O
子 O
脹 O
氣 O
， O
比 O
較 O
消 O
了 O
。 O

醫 O
師 O
： O
比 O
較 O
消 O
了 O
喔 O
， O
我 O
們 O
來 O
按 O
一 O
下 O
肚 O
子 O
一 O
下 O
， O
有 O
在 O
吃 O
糖 O
尿 O
病 O
的 O
藥 O
嗎 O
？ O
家 O
屬 O
： O
有 O
。 O

民 O
眾 O
： O
有 O
。 O

家 O
屬 O
： O
他 O
就 O
多 O
他 O
很 O
會 O
脹 O
氣 O
， O
非 O
常 O
會 O
脹 O
氣 O
， O
晚 O
上 O
都 O
會 O
吐 O
。 O

醫 O
師 O
： O
肚 O
子 O
會 O
痛 O
嗎 O
？ O
家 O
屬 O
： O
他 O
那 O
天 O
說 O
。 O

民 O
眾 O
： O
壓 O
下 O
去 O
會 O
痛 O
痛 O
的 O
。 O

醫 O
師 O
： O
是 O
左 O
邊 O
還 O
是 O
右 O
邊 O
。 O

民 O
眾 O
： O
右 O
邊 O
這 O
裡 O
。 O

醫 O
師 O
： O
右 O
邊 O
這 O
裡 O
。 O

民 O
眾 O
： O
這 O
種 O
痛 O
的 O
感 O
覺 O
是 O
， O
像 O
硬 O
壓 O
下 O
去 O
在 O
痛 O
。 O

醫 O
師 O
： O
硬 O
壓 O
下 O
去 O
在 O
痛 O
。 O

民 O
眾 O
： O
對 O
對 O
對 O
。 O

醫 O
師 O
： O
啊 O
走 O
路 O
啦 O
， O
平 O
常 O
時 O
候 O
不 O
會 O
痛 O
啦 O
齁 O
。 O

民 O
眾 O
： O
嗯 O
嗯 O
嗯 O
嗯 O
。 O

醫 O
師 O
： O
啊 O
我 O
聽 O
後 O
背 O
看 O
看 O
齁 O
。 O

民 O
眾 O
： O
走 O
路 O
是 O
不 O
會 O
啦 O
。 O

醫 O
師 O
： O
走 O
路 O
是 O
不 O
會 O
啊 O
， O
脊 O
椎 O
這 O
邊 O
， O
脊 O
椎 O
這 O
邊 O
， O
這 O
邊 O
會 O
痛 O
嗎 O
？ O
民 O
眾 O
： O
不 O
會 O
。 O

醫 O
師 O
： O
不 O
會 O
齁 O
， O
這 O
樣 O
按 O
也 O
不 O
會 O
痛 O
？ O
民 O
眾 O
： O
不 O
會 O
。 O

醫 O
師 O
： O
這 O
樣 O
也 O
還 O
好 O
， O
啊 O
喉 O
嚨 O
呢 O
？ O
民 O
眾 O
： O
喔 O
喉 O
嚨 O
如 O
果 O
要 O
天 O
亮 O
的 O
時 O
候 O
， O
有 O
夠 O
乾 O
的 O
。 O

醫 O
師 O
： O
會 O
比 O
較 O
乾 O
齁 O
。 O

民 O
眾 O
： O
很 O
乾 O
， O
我 O
就 O
快 O
去 O
一 O
直 O
喝 O
水 O
一 O
直 O
喝 O
水 O
， O
喝 O
很 O
久 O
。 O

醫 O
師 O
： O
好 O
那 O
我 O
們 O
來 O
看 O
那 O
天 O
， O
有 O
幫 O
你 O
照 O
Ｘ O
光 O
檢 O
查 O
齁 O
。 O

民 O
眾 O
： O
嘿 O
。 O

家 O
屬 O
： O
嘿 O
， O
啊 O
好 O
像 O
我 O
們 O
有 O
抽 O
血 O
。 O

醫 O
師 O
： O
抽 O
血 O
嘿 O
。 O

家 O
屬 O
： O
還 O
有 O
尿 O
液 O
檢 O
查 O
欸 O
。 O

醫 O
師 O
： O
超 O
音 O
波 O
。 O

家 O
屬 O
： O
哦 O
哦 O
有 O
照 O
超 O
音 O
波 O
。 O

醫 O
師 O
： O
這 O
這 O
這 O
照 O
超 O
音 O
波 O
7 O
月 O
2 O
1 O
， O
哇 O
肝 O
、 O
腎 O
臟 O
， O
你 O
腎 O
臟 O
功 O
能 O
有 O
比 O
較 O
退 O
化 O
了 O
。 O

家 O
屬 O
： O
比 O
較 O
退 O
化 O
齁 O
。 O

民 O
眾 O
： O
那 O
邊 O
。 O

醫 O
師 O
： O
齁 O
。 O

民 O
眾 O
： O
有 O
醫 O
生 O
齁 O
。 O

家 O
屬 O
： O
那 O
想 O
說 O
他 O
那 O
個 O
退 O
化 O
有 O
藥 O
可 O
以 O
吃 O
， O
可 O
以 O
好 O
一 O
點 O
。 O

醫 O
師 O
： O
要 O
保 O
養 O
， O
不 O
要 O
隨 O
便 O
亂 O
吃 O
藥 O
。 O

家 O
屬 O
： O
哦 O
這 O
樣 O
喔 O
。 O

醫 O
師 O
： O
一 O
些 O
止 O
痛 O
的 O
齁 O
， O
都 O
要 O
看 O
照 O
醫 O
生 O
的 O
指 O
示 O
。 O

民 O
眾 O
： O
哦 O
啊 O
， O
不 O
要 O
隨 O
便 O
亂 O
吃 O
齁 O
。 O

醫 O
師 O
： O
嘿 O
， O
不 O
要 O
隨 O
便 O
亂 O
吃 O
。 O

家 O
屬 O
： O
就 O
是 O
因 O
為 O
這 O
樣 O
， O
腳 O
都 O
會 O
水 O
腫 O
起 O
來 O
齁 O
。 O

醫 O
師 O
： O
這 O
個 O
跟 O
糖 O
尿 O
病 O
有 O
關 O
係 O
。 O

家 O
屬 O
： O
跟 O
糖 O
尿 O
病 O
有 O
關 O
係 O
。 O

醫 O
師 O
： O
長 O
期 O
的 O
糖 O
尿 O
病 O
齁 O
。 O

民 O
眾 O
： O
以 O
前 O
， O
以 O
前 O
， O
我 O
很 O
痛 O
苦 O
的 O
時 O
候 O
那 O
時 O
候 O
沒 O
有 O
在 O
水 O
腫 O
的 O
。 O

醫 O
師 O
： O
沒 O
有 O
在 O
水 O
腫 O
的 O
啦 O
齁 O
。 O

民 O
眾 O
： O
啊 O
我 O
這 O
次 O
很 O
痛 O
苦 O
的 O
時 O
候 O
水 O
腫 O
的 O
有 O
夠 O
大 O
。 O

醫 O
師 O
： O
哦 O
他 O
有 O
幫 O
你 O
照 O
Ｘ O
光 O
， O
肺 O
部 O
是 O
沒 O
有 O
發 O
炎 O
啦 O
。 O

家 O
屬 O
： O
嘿 O
嘿 O
嘿 O
。 O

醫 O
師 O
： O
看 O
起 O
來 O
是 O
還 O
好 O
。 O

民 O
眾 O
： O
看 O
起 O
來 O
是 O
還 O
好 O
， O
這 O
就 O
是 O
肺 O
部 O
喔 O
？ O
醫 O
師 O
： O
嘿 O
， O
這 O
就 O
是 O
肺 O
部 O
， O
這 O
是 O
你 O
的 O
影 O
像 O
， O
這 O
心 O
臟 O
嘛 O
， O
啊 O
這 O
看 O
起 O
來 O
是 O
沒 O
有 O
。 O

家 O
屬 O
： O
他 O
肺 O
部 O
沒 O
有 O
怎 O
樣 O
吧 O
？ O
醫 O
師 O
： O
對 O
啊 O
。 O

家 O
屬 O
： O
主 O
要 O
是 O
他 O
這 O
個 O
， O
肚 O
子 O
比 O
較 O
會 O
脹 O
氣 O
， O
他 O
以 O
前 O
一 O
直 O
吐 O
一 O
直 O
吐 O
一 O
直 O
吐 O
。 O

醫 O
師 O
： O
一 O
直 O
吐 O
喔 O
？ O
家 O
屬 O
： O
吐 O
1 O
0 O
多 O
次 O
了 O
， O
然 O
後 O
發 O
燒 O
。 O

醫 O
師 O
： O
發 O
燒 O
起 O
來 O
喔 O
？ O
民 O
眾 O
： O
第 O
一 O
次 O
是 O
一 O
直 O
吐 O
。 O

家 O
屬 O
： O
那 O
時 O
候 O
來 O
掛 O
急 O
診 O
。 O

民 O
眾 O
： O
吐 O
到 O
天 O
亮 O
。 O

家 O
屬 O
： O
然 O
後 O
看 O
完 O
就 O
回 O
去 O
。 O

民 O
眾 O
： O
啊 O
第 O
二 O
次 O
是 O
一 O
直 O
拉 O
肚 O
子 O
拉 O
到 O
天 O
亮 O
。 O

醫 O
師 O
： O
一 O
直 O
拉 O
肚 O
子 O
。 O

民 O
眾 O
： O
這 O
樣 O
。 O

醫 O
師 O
： O
來 O
兩 O
次 O
欸 O
齁 O
。 O

家 O
屬 O
： O
嘿 O
來 O
兩 O
次 O
。 O

民 O
眾 O
： O
我 O
來 O
兩 O
次 O
， O
第 O
一 O
次 O
照 O
尿 O
道 O
， O
第 O
二 O
次 O
照 O
肚 O
子 O
。 O

醫 O
師 O
： O
第 O
二 O
次 O
照 O
肚 O
子 O
啦 O
齁 O
。 O

民 O
眾 O
： O
用 O
超 O
音 O
波 O
的 O
樣 O
子 O
。 O

醫 O
師 O
： O
超 O
音 O
波 O
， O
第 O
一 O
次 O
是 O
那 O
個 O
， O
人 O
不 O
舒 O
服 O
是 O
因 O
為 O
尿 O
道 O
感 O
染 O
沒 O
有 O
錯 O
啦 O
。 O

家 O
屬 O
： O
這 O
樣 O
喔 O
。 O

醫 O
師 O
： O
啊 O
再 O
來 O
第 O
二 O
次 O
是 O
吐 O
嘛 O
齁 O
。 O

民 O
眾 O
： O
第 O
二 O
次 O
是 O
拉 O
肚 O
子 O
。 O

醫 O
師 O
： O
拉 O
肚 O
子 O
。 O

家 O
屬 O
： O
第 O
一 O
次 O
， O
是 O
吐 O
， O
他 O
吐 O
了 O
1 O
0 O
多 O
次 O
。 O

醫 O
師 O
： O
再 O
來 O
就 O
拉 O
肚 O
子 O
這 O
樣 O
。 O

家 O
屬 O
： O
再 O
來 O
就 O
發 O
燒 O
嘛 O
， O
我 O
就 O
來 O
掛 O
急 O
診 O
， O
啊 O
急 O
診 O
又 O
變 O
成 O
拉 O
肚 O
子 O
， O
發 O
燒 O
。 O

醫 O
師 O
： O
啊 O
現 O
在 O
胃 O
腸 O
也 O
沒 O
有 O
很 O
好 O
這 O
樣 O
。 O

家 O
屬 O
： O
這 O
樣 O
齁 O
。 O

醫 O
師 O
： O
嗯 O
。 O

家 O
屬 O
： O
沒 O
有 O
很 O
好 O
， O
啊 O
都 O
會 O
脹 O
氣 O
欸 O
。 O

醫 O
師 O
： O
脹 O
氣 O
喔 O
。 O

家 O
屬 O
： O
對 O
， O
啊 O
這 O
個 O
脹 O
氣 O
也 O
是 O
甚 O
麼 O
原 O
因 O
啦 O
齁 O
？ O
民 O
眾 O
： O
啊 O
吃 O
齁 O
。 O

醫 O
師 O
： O
是 O
不 O
是 O
吃 O
抗 O
生 O
素 O
啊 O
？ O
家 O
屬 O
： O
哦 O
～ O
民 O
眾 O
： O
喔 O
抗 O
生 O
素 O
喔 O
。 O

醫 O
師 O
： O
因 O
為 O
你 O
那 O
個 O
尿 O
道 O
發 O
炎 O
會 O
開 O
抗 O
生 O
素 O
齁 O
， O
有 O
可 O
能 O
欸 O
， O
因 O
為 O
開 O
那 O
個 O
橘 O
色 O
的 O
那 O
顆 O
是 O
抗 O
生 O
素 O
。 O

民 O
眾 O
： O
嗯 O
嗯 O
。 O

家 O
屬 O
： O
啊 O
還 O
有 O
一 O
顆 O
， O
白 O
的 O
欸 O
， O
他 O
第 O
二 O
次 O
就 O
用 O
白 O
的 O
那 O
顆 O
。 O

醫 O
師 O
： O
白 O
的 O
。 O

家 O
屬 O
： O
他 O
那 O
天 O
有 O
幫 O
他 O
打 O
的 O
抗 O
生 O
素 O
。 O

醫 O
師 O
： O
打 O
抗 O
生 O
素 O
嘛 O
， O
消 O
炎 O
的 O
， O
啊 O
出 O
院 O
後 O
就 O
用 O
吃 O
的 O
這 O
樣 O
。 O

家 O
屬 O
： O
嘿 O
， O
對 O
對 O
對 O
。 O

醫 O
師 O
： O
啊 O
這 O
次 O
出 O
院 O
， O
第 O
二 O
次 O
開 O
得 O
比 O
較 O
適 O
合 O
齁 O
， O
比 O
較 O
不 O
會 O
吐 O
齁 O
。 O

民 O
眾 O
： O
這 O
次 O
比 O
較 O
沒 O
有 O
。 O

醫 O
師 O
： O
比 O
較 O
沒 O
有 O
齁 O
， O
好 O
。 O

民 O
眾 O
： O
啊 O
， O
人 O
感 O
覺 O
胃 O
口 O
… O
… O
醫 O
師 O
： O
比 O
較 O
不 O
好 O
？ O
民 O
眾 O
： O
比 O
較 O
好 O
一 O
些 O
啦 O
。 O

醫 O
師 O
： O
比 O
較 O
好 O
一 O
些 O
， O
他 O
有 O
幫 O
你 O
加 O
那 O
個 O
胃 O
藥 O
啦 O
。 O

民 O
眾 O
： O
有 O
啦 O
齁 O
。 O

醫 O
師 O
： O
好 O
， O
因 O
為 O
我 O
們 O
現 O
在 O
， O
我 O
們 O
1 O
3 O
號 O
來 O
掛 O
第 O
一 O
次 O
的 O
急 O
診 O
， O
已 O
經 O
1 O
5 O
天 O
了 O
， O
我 O
們 O
抗 O
生 O
素 O
再 O
吃 O
3 O
天 O
好 O
不 O
好 O
？ O
家 O
屬 O
： O
好 O
。 O

醫 O
師 O
： O
一 O
個 O
療 O
程 O
再 O
三 O
天 O
結 O
束 O
， O
但 O
是 O
胃 O
腸 O
藥 O
還 O
要 O
再 O
吃 O
一 O
個 O
禮 O
拜 O
喔 O
。 O

民 O
眾 O
： O
還 O
要 O
再 O
保 O
養 O
齁 O
。 O

家 O
屬 O
： O
好 O
好 O
好 O
。 O

醫 O
師 O
： O
啊 O
還 O
有 O
消 O
脹 O
氣 O
的 O
。 O

民 O
眾 O
： O
好 O
好 O
好 O
。 O

醫 O
師 O
： O
啊 O
沒 O
有 O
拉 O
肚 O
子 O
啦 O
齁 O
？ O
民 O
眾 O
： O
我 O
已 O
經 O
， O
禮 O
拜 O
一 O
嗎 O
？ O
醫 O
師 O
： O
嘿 O
～ O
民 O
眾 O
： O
禮 O
拜 O
一 O
， O
回 O
去 O
到 O
現 O
在 O
都 O
沒 O
去 O
上 O
廁 O
所 O
。 O

醫 O
師 O
： O
沒 O
去 O
上 O
廁 O
所 O
， O
都 O
沒 O
去 O
上 O
廁 O
所 O
， O
這 O
樣 O
。 O

民 O
眾 O
： O
啊 O
我 O
前 O
幾 O
天 O
就 O
都 O
吃 O
不 O
下 O
。 O

醫 O
師 O
： O
這 O
樣 O
喔 O
。 O

民 O
眾 O
： O
因 O
為 O
怎 O
麼 O
吃 O
都 O
吃 O
不 O
下 O
啊 O
。 O

醫 O
師 O
： O
這 O
樣 O
你 O
自 O
己 O
吃 O
比 O
較 O
多 O
， O
水 O
還 O
是 O
要 O
稍 O
微 O
喝 O
一 O
下 O
喔 O
， O
補 O
充 O
。 O

民 O
眾 O
： O
有 O
啦 O
。 O

家 O
屬 O
： O
他 O
平 O
常 O
是 O
有 O
。 O

民 O
眾 O
： O
我 O
這 O
兩 O
天 O
就 O
有 O
勉 O
強 O
吃 O
吃 O
吃 O
， O
啊 O
人 O
就 O
比 O
較 O
有 O
元 O
氣 O
。 O

醫 O
師 O
： O
這 O
樣 O
我 O
要 O
幫 O
你 O
加 O
軟 O
便 O
的 O
？ O
家 O
屬 O
： O
軟 O
便 O
的 O
？ O
不 O
用 O
， O
我 O
們 O
好 O
像 O
還 O
有 O
。 O

醫 O
師 O
： O
好 O
像 O
還 O
有 O
齁 O
， O
阿 O
姨 O
我 O
請 O
教 O
你 O
一 O
下 O
， O
你 O
腎 O
臟 O
都 O
有 O
固 O
定 O
在 O
追 O
蹤 O
啦 O
齁 O
？ O
民 O
眾 O
： O
嗯 O
。 O

醫 O
師 O
： O
固 O
定 O
在 O
看 O
齁 O
。 O

民 O
眾 O
： O
我 O
有 O
在 O
一 O
間 O
， O
我 O
們 O
皇 O
后 O
區 O
那 O
邊 O
。 O

家 O
屬 O
： O
不 O
過 O
那 O
間 O
他 O
沒 O
在 O
幫 O
他 O
記 O
錄 O
沒 O
幫 O
他 O
看 O
腎 O
臟 O
。 O

醫 O
師 O
： O
腎 O
臟 O
沒 O
有 O
… O
… O
家 O
屬 O
： O
沒 O
有 O
。 O

民 O
眾 O
： O
我 O
不 O
知 O
道 O
。 O

醫 O
師 O
： O
好 O
， O
這 O
樣 O
我 O
們 O
， O
阿 O
姨 O
我 O
們 O
下 O
一 O
趟 O
齁 O
， O
下 O
下 O
禮 O
拜 O
要 O
再 O
來 O
一 O
趟 O
。 O

家 O
屬 O
： O
好 O
。 O

醫 O
師 O
： O
再 O
來 O
回 O
診 O
， O
啊 O
因 O
為 O
我 O
要 O
幫 O
你 O
檢 O
查 O
腎 O
臟 O
功 O
能 O
。 O

家 O
屬 O
： O
嘿 O
。 O

民 O
眾 O
： O
看 O
你 O
治 O
療 O
之 O
後 O
腎 O
臟 O
功 O
能 O
有 O
沒 O
有 O
改 O
善 O
。 O

家 O
屬 O
： O
有 O
沒 O
有 O
改 O
善 O
。 O

醫 O
師 O
： O
有 O
沒 O
有 O
改 O
善 O
。 O

民 O
眾 O
： O
看 O
一 O
下 O
這 O
樣 O
。 O

家 O
屬 O
： O
這 O
樣 O
看 O
一 O
下 O
這 O
樣 O
好 O
。 O

醫 O
師 O
： O
好 O
齁 O
， O
啊 O
你 O
們 O
住 O
在 O
布 O
魯 O
克 O
林 O
區 O
那 O
邊 O
齁 O
？ O
家 O
屬 O
： O
嘿 O
。 O

民 O
眾 O
： O
皇 O
后 O
區 O
喔 O
。 O

家 O
屬 O
： O
皇 O
后 O
區 O
。 O

醫 O
師 O
： O
皇 O
后 O
區 O
。 O

家 O
屬 O
： O
皇 O
后 O
區 O
那 O
邊 O
算 O
北 O
區 O
。 O

醫 O
師 O
： O
這 O
樣 O
因 O
為 O
你 O
們 O
住 O
比 O
較 O
遠 O
。 O

家 O
屬 O
： O
嘿 O
～ O
醫 O
師 O
： O
你 O
們 O
下 O
禮 O
拜 O
來 O
你 O
直 O
接 O
來 O
的 O
時 O
候 O
齁 O
， O
我 O
單 O
子 O
先 O
開 O
好 O
， O
你 O
先 O
到 O
櫃 O
台 O
那 O
邊 O
抽 O
血 O
。 O

家 O
屬 O
： O
哦 O
～ O
醫 O
師 O
： O
啊 O
我 O
幫 O
你 O
用 O
緊 O
急 O
的 O
， O
所 O
以 O
差 O
不 O
多 O
1 O
小 O
時 O
附 O
近 O
報 O
告 O
就 O
… O
… O
家 O
屬 O
： O
很 O
快 O
就 O
出 O
來 O
了 O
？ O
醫 O
師 O
： O
很 O
快 O
就 O
出 O
來 O
了 O
。 O

家 O
屬 O
： O
哦 O
這 O
樣 O
好 O
啊 O
， O
這 O
樣 O
好 O
啊 O
。 O

醫 O
師 O
： O
我 O
們 O
先 O
去 O
抽 O
， O
等 O
換 O
到 O
你 O
的 O
時 O
候 O
報 O
告 O
就 O
出 O
來 O
了 O
。 O

民 O
眾 O
： O
我 O
我 O
我 O
是 O
想 O
說 O
， O
抽 O
血 O
我 O
們 O
可 O
以 O
再 O
等 O
一 O
段 O
時 O
間 O
嗎 O
？ O
醫 O
師 O
： O
再 O
等 O
一 O
段 O
時 O
間 O
嗎 O
？ O
民 O
眾 O
： O
我 O
最 O
近 O
我 O
抽 O
血 O
抽 O
到 O
我 O
人 O
都 O
會 O
暈 O
。 O

家 O
屬 O
： O
他 O
這 O
兩 O
次 O
抽 O
都 O
抽 O
很 O
多 O
。 O

醫 O
師 O
： O
這 O
樣 O
喔 O
。 O

民 O
眾 O
： O
連 O
坐 O
著 O
頭 O
都 O
會 O
暈 O
欸 O
。 O

醫 O
師 O
： O
暈 O
暈 O
的 O
齁 O
， O
啊 O
這 O
樣 O
不 O
然 O
就 O
… O
… O
民 O
眾 O
： O
昨 O
天 O
也 O
暈 O
暈 O
的 O
。 O

醫 O
師 O
： O
不 O
然 O
就 O
不 O
然 O
就 O
再 O
延 O
長 O
一 O
陣 O
子 O
好 O
不 O
好 O
？ O
民 O
眾 O
： O
延 O
長 O
一 O
點 O
。 O

醫 O
師 O
： O
那 O
下 O
禮 O
拜 O
再 O
來 O
一 O
趟 O
可 O
以 O
嗎 O
？ O
民 O
眾 O
： O
好 O
啊 O
。 O

醫 O
師 O
： O
好 O
齁 O
， O
看 O
狀 O
況 O
怎 O
樣 O
齁 O
。 O

民 O
眾 O
： O
好 O
好 O
好 O
。 O

醫 O
師 O
： O
好 O
齁 O
。 O

民 O
眾 O
： O
我 O
很 O
怕 O
要 O
再 O
抽 O
血 O
的 O
。 O

醫 O
師 O
： O
很 O
怕 O
要 O
再 O
抽 O
血 O
。 O

民 O
眾 O
： O
因 O
為 O
我 O
現 O
在 O
頭 O
都 O
會 O
暈 O
啦 O
。 O

醫 O
師 O
： O
因 O
為 O
你 O
現 O
在 O
人 O
是 O
還 O
好 O
我 O
就 O
不 O
急 O
啦 O
， O
好 O
不 O
好 O
， O
那 O
我 O
們 O
就 O
先 O
約 O
診 O
這 O
樣 O
子 O
。 O

民 O
眾 O
： O
好 O
。 O

家 O
屬 O
： O
那 O
如 O
果 O
沒 O
有 O
那 O
樣 O
就 O
要 O
趕 O
快 O
抽 O
看 O
看 O
。 O

醫 O
師 O
： O
要 O
不 O
然 O
就 O
是 O
另 O
外 O
腎 O
臟 O
的 O
部 O
分 O
我 O
幫 O
你 O
另 O
外 O
安 O
排 O
以 O
後 O
齁 O
這 O
裡 O
。 O

民 O
眾 O
： O
可 O
以 O
可 O
以 O
。 O

醫 O
師 O
： O
追 O
蹤 O
。 O

家 O
屬 O
： O
這 O
樣 O
也 O
比 O
較 O
好 O
。 O

醫 O
師 O
： O
這 O
樣 O
也 O
比 O
較 O
好 O
齁 O
， O
好 O
好 O
。 O

民 O
眾 O
： O
好 O
好 O
好 O
。 O

醫 O
師 O
： O
好 O
齁 O
， O
好 O
這 O
樣 O
我 O
開 O
三 O
種 O
藥 O
。 O

家 O
屬 O
： O
好 O
。 O

醫 O
