entity_text,entity_type
臺北商業大學,education
臺北護理健康大學,education
高雄科技大學,education
臺灣戲曲學院,education
臺南護理專科學校,education
臺東專科學校,education
空中大學,education
空中大學,education
國立台灣大學,education
國立台灣師範大學,education
國立台北大學,education
國立台灣海洋大學,education
國立台北教育大學,education
國立台北藝術大學,education
國立台東大學,education
國立台南大學,education
國立台中教育大學,education
國立台灣藝術大學,education
國立台灣體育運動大學,education
國立台南藝術大學,education
台北市立大學,education
台北醫學大學,education
國立台灣科技大學,education
國立台北科技大學,education
國立台中科技大學,education
國立台北商業大學,education
國立台北護理健康大學,education
國立台灣戲曲學院,education
國立台南護理專科學校,education
國立台東專科學校,education
南台科技大學,education
中台科技大學,education
台北城市科技大學,education
台灣觀光學院,education
台灣警察專科學校,education
台北基督學院,education
中台神學院,education
天主教台灣總修院,education
台灣大學,education
台灣師範大學,education
台北大學,education
台灣海洋大學,education
台北教育大學,education
台北藝術大學,education
台東大學,education
台南大學,education
台中教育大學,education
台灣藝術大學,education
台灣體育運動大學,education
台南藝術大學,education
台灣科技大學,education
台北科技大學,education
台中科技大學,education
台北商業大學,education
台北護理健康大學,education
台灣戲曲學院,education
台南護理專科學校,education
台東專科學校,education
中興,education
成功,education
政治,education
清華,education
交通,education
中央,education
高雄師範,education
彰化師範,education
陽明,education
中山,education
中正,education
東華,education
暨南國際,education
聯合,education
雲林科技,education
屏東科技,education
虎尾科技,education
高雄餐旅,education
勤益科技,education
澎湖科技,education
高雄科技,education
空中,education
中國文學系,education
外國語文學系,education
歷史學系,education
哲學系,education
人類學系,education
圖書資訊學系,education
日本語文學系,education
戲劇學系,education
土木工程學系,education
機械工程學系,education
化學工程學系,education
工程科學及海洋工程學系,education
材料科學與工程學系,education
醫學工程學系,education
數學系,education
物理學系,education
化學系,education
地質科學系,education
心理學系,education
地理環境資源學系,education
大氣科學系,education
政治學系,education
經濟學系,education
社會學系,education
社會工作學系,education
法律學系,education
公共衛生學系,education
工商管理學系,education
會計學系,education
財務金融學系,education
國際企業學系,education
資訊管理學系,education
醫學系,education
醫學檢驗暨生物技術學系,education
護理學系,education
物理治療學系,education
職能治療學系,education
學士後護理學系,education
牙醫學系,education
藥學系,education
農藝學系,education
生物環境系統工程學系,education
農業化學系,education
森林環境暨資源學系,education
動物科學技術學系,education
農業經濟學系,education
園藝暨景觀學系,education
生物產業傳播暨發展學系,education
生物機電工程學系,education
昆蟲學系,education
植物病理與微生物學系,education
獸醫學系,education
電機工程學系,education
資訊工程學系,education
生命科學系,education
生化科技學系,education
歷史系,education
人類系,education
圖書資訊系,education
戲劇系,education
土木工程系,education
機械工程系,education
化學工程系,education
工程科學及海洋工程系,education
材料科學與工程系,education
醫學工程系,education
物理系,education
地質科系,education
心理系,education
地理環境資源系,education
大氣科系,education
政治系,education
經濟系,education
社會系,education
社會工作系,education
法律系,education
公共衛生系,education
工商管理系,education
會計系,education
財務金融系,education
國際企業系,education
資訊管理系,education
醫學檢驗暨生物技術系,education
護理系,education
物理治療系,education
職能治療系,education
學士後護理系,education
牙醫系,education
農藝系,education
生物環境系統工程系,education
農業化系,education
森林環境暨資源系,education
動物科學技術系,education
農業經濟系,education
園藝暨景觀系,education
生物產業傳播暨發展系,education
生物機電工程系,education
昆蟲系,education
植物病理與微生物系,education
獸醫系,education
電機工程系,education
資訊工程系,education
生命科系,education
生化科技系,education
中文系,education
外文系,education
日文系,education
電機系,education
資工系,education
化工系,education
土木系,education
機械系,education
資管系,education
材料系,education
地理系,education
歷史,education
人類,education
圖書資訊,education
戲劇,education
土木工程,education
機械工程,education
化學工程,education
工程科學及海洋工程,education
材料科學與工程,education
醫學工程,education
物理,education
地質科,education
心理,education
地理環境資源,education
大氣科,education
政治,education
經濟,education
社會,education
社會工作,education
法律,education
公共衛生,education
工商管理,education
會計,education
財務金融,education
國際企業,education
資訊管理,education
醫學檢驗暨生物技術,education
護理,education
物理治療,education
職能治療,education
學士後護理,education
牙醫,education
農藝,education
生物環境系統工程,education
農業化,education
森林環境暨資源,education
動物科學技術,education
農業經濟,education
園藝暨景觀,education
生物產業傳播暨發展,education
生物機電工程,education
昆蟲,education
植物病理與微生物,education
獸醫,education
電機工程,education
資訊工程,education
生命科,education
生化科技,education
中文,education
外文,education
日文,education
電機,education
資工,education
化工,education
土木,education
機械,education
資管,education
材料,education
地理,education
中國文,education
外國語文,education
歷史,education
人類,education
圖書資訊,education
日本語文,education
戲劇,education
土木工程,education
機械工程,education
化學工程,education
工程科學及海洋工程,education
材料科學與工程,education
醫學工程,education
物理,education
地質科,education
心理,education
地理環境資源,education
大氣科,education
政治,education
經濟,education
社會,education
社會工作,education
法律,education
公共衛生,education
工商管理,education
會計,education
財務金融,education
國際企業,education
資訊管理,education
醫學檢驗暨生物技術,education
護理,education
物理治療,education
職能治療,education
士後護理,education
牙醫,education
農藝,education
生物環境系統工程,education
農業化,education
森林環境暨資源,education
動物科學技術,education
農業經濟,education
園藝暨景觀,education
生物產業傳播暨發展,education
生物機電工程,education
昆蟲,education
植物病理與微生物,education
獸醫,education
電機工程,education
資訊工程,education
生命科,education
生化科技,education
國立臺灣大學歷史,education
國立臺灣大學人類,education
國立臺灣大學圖書資訊,education
國立臺灣大學戲劇,education
國立臺灣大學土木工程,education
國立臺灣大學機械工程,education
國立臺灣大學化學工程,education
國立臺灣大學工程科學及海洋工程,education
國立臺灣大學材料科學與工程,education
國立臺灣大學醫學工程,education
國立臺灣大學物理,education
國立臺灣大學地質科,education
國立臺灣大學心理,education
國立臺灣大學地理環境資源,education
國立臺灣大學大氣科,education
國立臺灣大學政治,education
國立臺灣大學經濟,education
國立臺灣大學社會,education
國立臺灣大學社會工作,education
國立臺灣大學法律,education
國立臺灣大學公共衛生,education
國立臺灣大學工商管理,education
國立臺灣大學會計,education
國立臺灣大學財務金融,education
國立臺灣大學國際企業,education
國立臺灣大學資訊管理,education
國立臺灣大學醫學檢驗暨生物技術,education
國立臺灣大學護理,education
國立臺灣大學物理治療,education
國立臺灣大學職能治療,education
國立臺灣大學學士後護理,education
國立臺灣大學牙醫,education
國立臺灣大學農藝,education
國立臺灣大學生物環境系統工程,education
國立臺灣大學農業化,education
國立臺灣大學森林環境暨資源,education
國立臺灣大學動物科學技術,education
國立臺灣大學農業經濟,education
國立臺灣大學園藝暨景觀,education
國立臺灣大學生物產業傳播暨發展,education
國立臺灣大學生物機電工程,education
國立臺灣大學昆蟲,education
國立臺灣大學植物病理與微生物,education
國立臺灣大學獸醫,education
國立臺灣大學電機工程,education
國立臺灣大學資訊工程,education
國立臺灣大學生命科,education
國立臺灣大學生化科技,education
國立臺灣大學中文,education
國立臺灣大學外文,education
國立臺灣大學日文,education
國立臺灣大學電機,education
國立臺灣大學資工,education
國立臺灣大學化工,education
國立臺灣大學土木,education
國立臺灣大學機械,education
國立臺灣大學資管,education
國立臺灣大學材料,education
國立臺灣大學地理,education
國立臺灣大學中國文,education
國立臺灣大學外國語文,education
國立臺灣大學歷史,education
國立臺灣大學人類,education
國立臺灣大學圖書資訊,education
國立臺灣大學日本語文,education
國立臺灣大學戲劇,education
國立臺灣大學土木工程,education
國立臺灣大學機械工程,education
國立臺灣大學化學工程,education
國立臺灣大學工程科學及海洋工程,education
國立臺灣大學材料科學與工程,education
國立臺灣大學醫學工程,education
國立臺灣大學物理,education
國立臺灣大學地質科,education
國立臺灣大學心理,education
國立臺灣大學地理環境資源,education
國立臺灣大學大氣科,education
國立臺灣大學政治,education
國立臺灣大學經濟,education
國立臺灣大學社會,education
國立臺灣大學社會工作,education
國立臺灣大學法律,education
國立臺灣大學公共衛生,education
國立臺灣大學工商管理,education
國立臺灣大學會計,education
國立臺灣大學財務金融,education
國立臺灣大學國際企業,education
國立臺灣大學資訊管理,education
國立臺灣大學醫學檢驗暨生物技術,education
國立臺灣大學護理,education
國立臺灣大學物理治療,education
國立臺灣大學職能治療,education
國立臺灣大學士後護理,education
國立臺灣大學牙醫,education
國立臺灣大學農藝,education
國立臺灣大學生物環境系統工程,education
國立臺灣大學農業化,education
國立臺灣大學森林環境暨資源,education
國立臺灣大學動物科學技術,education
國立臺灣大學農業經濟,education
國立臺灣大學園藝暨景觀,education
國立臺灣大學生物產業傳播暨發展,education
國立臺灣大學生物機電工程,education
國立臺灣大學昆蟲,education
國立臺灣大學植物病理與微生物,education
國立臺灣大學獸醫,education
國立臺灣大學電機工程,education
國立臺灣大學資訊工程,education
國立臺灣大學生命科,education
國立臺灣大學生化科技,education
國立中興大學歷史,education
國立中興大學人類,education
國立中興大學圖書資訊,education
國立中興大學戲劇,education
國立中興大學土木工程,education
國立中興大學機械工程,education
國立中興大學化學工程,education
國立中興大學工程科學及海洋工程,education
國立中興大學材料科學與工程,education
國立中興大學醫學工程,education
國立中興大學物理,education
國立中興大學地質科,education
國立中興大學心理,education
國立中興大學地理環境資源,education
國立中興大學大氣科,education
國立中興大學政治,education
國立中興大學經濟,education
國立中興大學社會,education
國立中興大學社會工作,education
國立中興大學法律,education
國立中興大學公共衛生,education
國立中興大學工商管理,education
國立中興大學會計,education
國立中興大學財務金融,education
國立中興大學國際企業,education
國立中興大學資訊管理,education
國立中興大學醫學檢驗暨生物技術,education
國立中興大學護理,education
國立中興大學物理治療,education
國立中興大學職能治療,education
國立中興大學學士後護理,education
國立中興大學牙醫,education
國立中興大學農藝,education
國立中興大學生物環境系統工程,education
國立中興大學農業化,education
國立中興大學森林環境暨資源,education
國立中興大學動物科學技術,education
國立中興大學農業經濟,education
國立中興大學園藝暨景觀,education
國立中興大學生物產業傳播暨發展,education
國立中興大學生物機電工程,education
國立中興大學昆蟲,education
國立中興大學植物病理與微生物,education
國立中興大學獸醫,education
國立中興大學電機工程,education
國立中興大學資訊工程,education
國立中興大學生命科,education
國立中興大學生化科技,education
國立中興大學中文,education
國立中興大學外文,education
國立中興大學日文,education
國立中興大學電機,education
國立中興大學資工,education
國立中興大學化工,education
國立中興大學土木,education
國立中興大學機械,education
國立中興大學資管,education
國立中興大學材料,education
國立中興大學地理,education
國立中興大學中國文,education
國立中興大學外國語文,education
國立中興大學歷史,education
國立中興大學人類,education
國立中興大學圖書資訊,education
國立中興大學日本語文,education
國立中興大學戲劇,education
國立中興大學土木工程,education
國立中興大學機械工程,education
國立中興大學化學工程,education
國立中興大學工程科學及海洋工程,education
國立中興大學材料科學與工程,education
國立中興大學醫學工程,education
國立中興大學物理,education
國立中興大學地質科,education
國立中興大學心理,education
國立中興大學地理環境資源,education
國立中興大學大氣科,education
國立中興大學政治,education
國立中興大學經濟,education
國立中興大學社會,education
國立中興大學社會工作,education
國立中興大學法律,education
國立中興大學公共衛生,education
國立中興大學工商管理,education
國立中興大學會計,education
國立中興大學財務金融,education
國立中興大學國際企業,education
國立中興大學資訊管理,education
國立中興大學醫學檢驗暨生物技術,education
國立中興大學護理,education
國立中興大學物理治療,education
國立中興大學職能治療,education
國立中興大學士後護理,education
國立中興大學牙醫,education
國立中興大學農藝,education
國立中興大學生物環境系統工程,education
國立中興大學農業化,education
國立中興大學森林環境暨資源,education
國立中興大學動物科學技術,education
國立中興大學農業經濟,education
國立中興大學園藝暨景觀,education
國立中興大學生物產業傳播暨發展,education
國立中興大學生物機電工程,education
國立中興大學昆蟲,education
國立中興大學植物病理與微生物,education
國立中興大學獸醫,education
國立中興大學電機工程,education
國立中興大學資訊工程,education
國立中興大學生命科,education
國立中興大學生化科技,education
國立臺灣師範大學歷史,education
國立臺灣師範大學人類,education
國立臺灣師範大學圖書資訊,education
國立臺灣師範大學戲劇,education
國立臺灣師範大學土木工程,education
國立臺灣師範大學機械工程,education
國立臺灣師範大學化學工程,education
國立臺灣師範大學工程科學及海洋工程,education
國立臺灣師範大學材料科學與工程,education
國立臺灣師範大學醫學工程,education
國立臺灣師範大學物理,education
國立臺灣師範大學地質科,education
國立臺灣師範大學心理,education
國立臺灣師範大學地理環境資源,education
國立臺灣師範大學大氣科,education
國立臺灣師範大學政治,education
國立臺灣師範大學經濟,education
國立臺灣師範大學社會,education
國立臺灣師範大學社會工作,education
國立臺灣師範大學法律,education
國立臺灣師範大學公共衛生,education
國立臺灣師範大學工商管理,education
國立臺灣師範大學會計,education
國立臺灣師範大學財務金融,education
國立臺灣師範大學國際企業,education
國立臺灣師範大學資訊管理,education
國立臺灣師範大學醫學檢驗暨生物技術,education
國立臺灣師範大學護理,education
國立臺灣師範大學物理治療,education
國立臺灣師範大學職能治療,education
國立臺灣師範大學學士後護理,education
國立臺灣師範大學牙醫,education
國立臺灣師範大學農藝,education
國立臺灣師範大學生物環境系統工程,education
國立臺灣師範大學農業化,education
國立臺灣師範大學森林環境暨資源,education
國立臺灣師範大學動物科學技術,education
國立臺灣師範大學農業經濟,education
國立臺灣師範大學園藝暨景觀,education
國立臺灣師範大學生物產業傳播暨發展,education
國立臺灣師範大學生物機電工程,education
國立臺灣師範大學昆蟲,education
國立臺灣師範大學植物病理與微生物,education
國立臺灣師範大學獸醫,education
國立臺灣師範大學電機工程,education
國立臺灣師範大學資訊工程,education
國立臺灣師範大學生命科,education
國立臺灣師範大學生化科技,education
國立臺灣師範大學中文,education
國立臺灣師範大學外文,education
國立臺灣師範大學日文,education
國立臺灣師範大學電機,education
國立臺灣師範大學資工,education
國立臺灣師範大學化工,education
國立臺灣師範大學土木,education
國立臺灣師範大學機械,education
國立臺灣師範大學資管,education
國立臺灣師範大學材料,education
國立臺灣師範大學地理,education
國立臺灣師範大學中國文,education
國立臺灣師範大學外國語文,education
國立臺灣師範大學歷史,education
國立臺灣師範大學人類,education
國立臺灣師範大學圖書資訊,education
國立臺灣師範大學日本語文,education
國立臺灣師範大學戲劇,education
國立臺灣師範大學土木工程,education
國立臺灣師範大學機械工程,education
國立臺灣師範大學化學工程,education
國立臺灣師範大學工程科學及海洋工程,education
國立臺灣師範大學材料科學與工程,education
國立臺灣師範大學醫學工程,education
國立臺灣師範大學物理,education
國立臺灣師範大學地質科,education
國立臺灣師範大學心理,education
國立臺灣師範大學地理環境資源,education
國立臺灣師範大學大氣科,education
國立臺灣師範大學政治,education
國立臺灣師範大學經濟,education
國立臺灣師範大學社會,education
國立臺灣師範大學社會工作,education
國立臺灣師範大學法律,education
國立臺灣師範大學公共衛生,education
國立臺灣師範大學工商管理,education
國立臺灣師範大學會計,education
國立臺灣師範大學財務金融,education
國立臺灣師範大學國際企業,education
國立臺灣師範大學資訊管理,education
國立臺灣師範大學醫學檢驗暨生物技術,education
國立臺灣師範大學護理,education
國立臺灣師範大學物理治療,education
國立臺灣師範大學職能治療,education
國立臺灣師範大學士後護理,education
國立臺灣師範大學牙醫,education
國立臺灣師範大學農藝,education
國立臺灣師範大學生物環境系統工程,education
國立臺灣師範大學農業化,education
國立臺灣師範大學森林環境暨資源,education
國立臺灣師範大學動物科學技術,education
國立臺灣師範大學農業經濟,education
國立臺灣師範大學園藝暨景觀,education
國立臺灣師範大學生物產業傳播暨發展,education
國立臺灣師範大學生物機電工程,education
國立臺灣師範大學昆蟲,education
國立臺灣師範大學植物病理與微生物,education
國立臺灣師範大學獸醫,education
國立臺灣師範大學電機工程,education
國立臺灣師範大學資訊工程,education
國立臺灣師範大學生命科,education
國立臺灣師範大學生化科技,education
國立成功大學歷史,education
國立成功大學人類,education
國立成功大學圖書資訊,education
國立成功大學戲劇,education
國立成功大學土木工程,education
國立成功大學機械工程,education
國立成功大學化學工程,education
國立成功大學工程科學及海洋工程,education
國立成功大學材料科學與工程,education
國立成功大學醫學工程,education
國立成功大學物理,education
國立成功大學地質科,education
國立成功大學心理,education
國立成功大學地理環境資源,education
國立成功大學大氣科,education
國立成功大學政治,education
國立成功大學經濟,education
國立成功大學社會,education
國立成功大學社會工作,education
國立成功大學法律,education
國立成功大學公共衛生,education
國立成功大學工商管理,education
國立成功大學會計,education
國立成功大學財務金融,education
國立成功大學國際企業,education
國立成功大學資訊管理,education
國立成功大學醫學檢驗暨生物技術,education
國立成功大學護理,education
國立成功大學物理治療,education
國立成功大學職能治療,education
國立成功大學學士後護理,education
國立成功大學牙醫,education
國立成功大學農藝,education
國立成功大學生物環境系統工程,education
國立成功大學農業化,education
國立成功大學森林環境暨資源,education
國立成功大學動物科學技術,education
國立成功大學農業經濟,education
國立成功大學園藝暨景觀,education
國立成功大學生物產業傳播暨發展,education
國立成功大學生物機電工程,education
國立成功大學昆蟲,education
國立成功大學植物病理與微生物,education
國立成功大學獸醫,education
國立成功大學電機工程,education
國立成功大學資訊工程,education
國立成功大學生命科,education
國立成功大學生化科技,education
國立成功大學中文,education
國立成功大學外文,education
國立成功大學日文,education
國立成功大學電機,education
國立成功大學資工,education
國立成功大學化工,education
國立成功大學土木,education
國立成功大學機械,education
國立成功大學資管,education
國立成功大學材料,education
國立成功大學地理,education
國立成功大學中國文,education
國立成功大學外國語文,education
國立成功大學歷史,education
國立成功大學人類,education
國立成功大學圖書資訊,education
國立成功大學日本語文,education
國立成功大學戲劇,education
國立成功大學土木工程,education
國立成功大學機械工程,education
國立成功大學化學工程,education
國立成功大學工程科學及海洋工程,education
國立成功大學材料科學與工程,education
國立成功大學醫學工程,education
國立成功大學物理,education
國立成功大學地質科,education
國立成功大學心理,education
國立成功大學地理環境資源,education
國立成功大學大氣科,education
國立成功大學政治,education
國立成功大學經濟,education
國立成功大學社會,education
國立成功大學社會工作,education
國立成功大學法律,education
國立成功大學公共衛生,education
國立成功大學工商管理,education
國立成功大學會計,education
國立成功大學財務金融,education
國立成功大學國際企業,education
國立成功大學資訊管理,education
國立成功大學醫學檢驗暨生物技術,education
國立成功大學護理,education
國立成功大學物理治療,education
國立成功大學職能治療,education
國立成功大學士後護理,education
國立成功大學牙醫,education
國立成功大學農藝,education
國立成功大學生物環境系統工程,education
國立成功大學農業化,education
國立成功大學森林環境暨資源,education
國立成功大學動物科學技術,education
國立成功大學農業經濟,education
國立成功大學園藝暨景觀,education
國立成功大學生物產業傳播暨發展,education
國立成功大學生物機電工程,education
國立成功大學昆蟲,education
國立成功大學植物病理與微生物,education
國立成功大學獸醫,education
國立成功大學電機工程,education
國立成功大學資訊工程,education
國立成功大學生命科,education
國立成功大學生化科技,education
國立政治大學歷史,education
國立政治大學人類,education
國立政治大學圖書資訊,education
國立政治大學戲劇,education
國立政治大學土木工程,education
國立政治大學機械工程,education
國立政治大學化學工程,education
國立政治大學工程科學及海洋工程,education
國立政治大學材料科學與工程,education
國立政治大學醫學工程,education
國立政治大學物理,education
國立政治大學地質科,education
國立政治大學心理,education
國立政治大學地理環境資源,education
國立政治大學大氣科,education
國立政治大學政治,education
國立政治大學經濟,education
國立政治大學社會,education
國立政治大學社會工作,education
國立政治大學法律,education
國立政治大學公共衛生,education
國立政治大學工商管理,education
國立政治大學會計,education
國立政治大學財務金融,education
國立政治大學國際企業,education
國立政治大學資訊管理,education
國立政治大學醫學檢驗暨生物技術,education
國立政治大學護理,education
國立政治大學物理治療,education
國立政治大學職能治療,education
國立政治大學學士後護理,education
國立政治大學牙醫,education
國立政治大學農藝,education
國立政治大學生物環境系統工程,education
國立政治大學農業化,education
國立政治大學森林環境暨資源,education
國立政治大學動物科學技術,education
國立政治大學農業經濟,education
國立政治大學園藝暨景觀,education
國立政治大學生物產業傳播暨發展,education
國立政治大學生物機電工程,education
國立政治大學昆蟲,education
國立政治大學植物病理與微生物,education
國立政治大學獸醫,education
國立政治大學電機工程,education
國立政治大學資訊工程,education
國立政治大學生命科,education
國立政治大學生化科技,education
國立政治大學中文,education
國立政治大學外文,education
國立政治大學日文,education
國立政治大學電機,education
國立政治大學資工,education
國立政治大學化工,education
國立政治大學土木,education
國立政治大學機械,education
國立政治大學資管,education
國立政治大學材料,education
國立政治大學地理,education
國立政治大學中國文,education
國立政治大學外國語文,education
國立政治大學歷史,education
國立政治大學人類,education
國立政治大學圖書資訊,education
國立政治大學日本語文,education
國立政治大學戲劇,education
國立政治大學土木工程,education
國立政治大學機械工程,education
國立政治大學化學工程,education
國立政治大學工程科學及海洋工程,education
國立政治大學材料科學與工程,education
國立政治大學醫學工程,education
國立政治大學物理,education
國立政治大學地質科,education
國立政治大學心理,education
國立政治大學地理環境資源,education
國立政治大學大氣科,education
國立政治大學政治,education
國立政治大學經濟,education
國立政治大學社會,education
國立政治大學社會工作,education
國立政治大學法律,education
國立政治大學公共衛生,education
國立政治大學工商管理,education
國立政治大學會計,education
國立政治大學財務金融,education
國立政治大學國際企業,education
國立政治大學資訊管理,education
國立政治大學醫學檢驗暨生物技術,education
國立政治大學護理,education
國立政治大學物理治療,education
國立政治大學職能治療,education
國立政治大學士後護理,education
國立政治大學牙醫,education
國立政治大學農藝,education
國立政治大學生物環境系統工程,education
國立政治大學農業化,education
國立政治大學森林環境暨資源,education
國立政治大學動物科學技術,education
國立政治大學農業經濟,education
國立政治大學園藝暨景觀,education
國立政治大學生物產業傳播暨發展,education
國立政治大學生物機電工程,education
國立政治大學昆蟲,education
國立政治大學植物病理與微生物,education
國立政治大學獸醫,education
國立政治大學電機工程,education
國立政治大學資訊工程,education
國立政治大學生命科,education
國立政治大學生化科技,education
國立臺北大學歷史,education
國立臺北大學人類,education
國立臺北大學圖書資訊,education
國立臺北大學戲劇,education
國立臺北大學土木工程,education
國立臺北大學機械工程,education
國立臺北大學化學工程,education
國立臺北大學工程科學及海洋工程,education
國立臺北大學材料科學與工程,education
國立臺北大學醫學工程,education
國立臺北大學物理,education
國立臺北大學地質科,education
國立臺北大學心理,education
國立臺北大學地理環境資源,education
國立臺北大學大氣科,education
國立臺北大學政治,education
國立臺北大學經濟,education
國立臺北大學社會,education
國立臺北大學社會工作,education
國立臺北大學法律,education
國立臺北大學公共衛生,education
國立臺北大學工商管理,education
國立臺北大學會計,education
國立臺北大學財務金融,education
國立臺北大學國際企業,education
國立臺北大學資訊管理,education
國立臺北大學醫學檢驗暨生物技術,education
國立臺北大學護理,education
國立臺北大學物理治療,education
國立臺北大學職能治療,education
國立臺北大學學士後護理,education
國立臺北大學牙醫,education
國立臺北大學農藝,education
國立臺北大學生物環境系統工程,education
國立臺北大學農業化,education
國立臺北大學森林環境暨資源,education
國立臺北大學動物科學技術,education
國立臺北大學農業經濟,education
國立臺北大學園藝暨景觀,education
國立臺北大學生物產業傳播暨發展,education
國立臺北大學生物機電工程,education
國立臺北大學昆蟲,education
國立臺北大學植物病理與微生物,education
國立臺北大學獸醫,education
國立臺北大學電機工程,education
國立臺北大學資訊工程,education
國立臺北大學生命科,education
國立臺北大學生化科技,education
國立臺北大學中文,education
國立臺北大學外文,education
國立臺北大學日文,education
國立臺北大學電機,education
國立臺北大學資工,education
國立臺北大學化工,education
國立臺北大學土木,education
國立臺北大學機械,education
國立臺北大學資管,education
國立臺北大學材料,education
國立臺北大學地理,education
國立臺北大學中國文,education
國立臺北大學外國語文,education
